TransactionNo,Date,ProductNo,ProductName,Price,Quantity,CustomerNo,Country,SalesTotal,SatuanRp,is_outlier,Day,Month,DayOfMonth
572324,2019-10-24,23056,Flowers Chandelier T-Light Holder,15.77,240,14607.0,United Kingdom,3784.7999999999997,"Rp 84,209,529",1,Thursday,10,24
572324,2019-10-24,22103,Mirror Mosaic T-Light Holder Round,10.65,468,14607.0,United Kingdom,4984.2,"Rp 110,895,459",1,Thursday,10,24
572324,2019-10-24,22102,Mirror Mosaic T-Light Holder,10.65,720,14607.0,United Kingdom,7668.0,"Rp 170,608,399",1,Thursday,10,24
572324,2019-10-24,22101,Mirror Mosaic Votive Holder,10.65,324,14607.0,United Kingdom,3450.6,"Rp 76,773,780",1,Thursday,10,24
572325,2019-10-24,84347,Rotating Silver Angels T-Light Hldr,12.03,600,14607.0,United Kingdom,7218.0,"Rp 160,596,169",1,Thursday,10,24
572340,2019-10-24,22103,Mirror Mosaic T-Light Holder Round,10.65,468,14607.0,United Kingdom,4984.2,"Rp 110,895,459",1,Thursday,10,24
572340,2019-10-24,22102,Mirror Mosaic T-Light Holder,10.65,720,14607.0,United Kingdom,7668.0,"Rp 170,608,399",1,Thursday,10,24
572340,2019-10-24,22101,Mirror Mosaic Votive Holder,10.65,324,14607.0,United Kingdom,3450.6,"Rp 76,773,780",1,Thursday,10,24
572342,2019-10-24,23056,Flowers Chandelier T-Light Holder,11.79,240,14607.0,United Kingdom,2829.6,"Rp 62,956,902",1,Thursday,10,24
572545,2019-10-24,21181,Please One Person Metal Sign,12.7,456,17450.0,United Kingdom,5791.2,"Rp 128,850,725",1,Thursday,10,24
C572343,2019-10-24,23056,Flowers Chandelier T-Light Holder,15.77,-240,14607.0,United Kingdom,-3784.7999999999997,"Rp -84,209,529",1,Thursday,10,24
C572343,2019-10-24,22105,Mirror Mosaic Goblet Candle Holder,11.22,-240,14607.0,United Kingdom,-2692.8,"Rp -59,913,184",1,Thursday,10,24
C572343,2019-10-24,22103,Mirror Mosaic T-Light Holder Round,10.65,-468,14607.0,United Kingdom,-4984.2,"Rp -110,895,459",1,Thursday,10,24
C572343,2019-10-24,22102,Mirror Mosaic T-Light Holder,10.65,-720,14607.0,United Kingdom,-7668.0,"Rp -170,608,399",1,Thursday,10,24
C572343,2019-10-24,22101,Mirror Mosaic Votive Holder,10.65,-324,14607.0,United Kingdom,-3450.6,"Rp -76,773,780",1,Thursday,10,24
572209,2019-10-21,23485,Botanical Gardens Wall Clock,31.57,120,18102.0,United Kingdom,3788.4,"Rp 84,289,627",1,Monday,10,21
572209,2019-10-21,23556,Landmark Frame Covent Garden,21.47,300,18102.0,United Kingdom,6441.0,"Rp 143,308,385",1,Monday,10,21
572209,2019-10-21,23554,Landmark Frame Oxford Street,21.47,300,18102.0,United Kingdom,6441.0,"Rp 143,308,385",1,Monday,10,21
572209,2019-10-21,23555,Landmark Frame Notting Hill,21.47,300,18102.0,United Kingdom,6441.0,"Rp 143,308,385",1,Monday,10,21
572209,2019-10-21,23558,Landmark Frame London Bridge,21.47,300,18102.0,United Kingdom,6441.0,"Rp 143,308,385",1,Monday,10,21
572209,2019-10-21,23553,Landmark Frame Camden Town,21.47,300,18102.0,United Kingdom,6441.0,"Rp 143,308,385",1,Monday,10,21
572209,2019-10-21,23557,Landmark Frame Baker Street,21.47,300,18102.0,United Kingdom,6441.0,"Rp 143,308,385",1,Monday,10,21
572193,2019-10-21,23507,Mini Playing Cards Buffalo Bill,10.68,500,15061.0,United Kingdom,5340.0,"Rp 118,811,796",1,Monday,10,21
572193,2019-10-21,23508,Mini Playing Cards Dolly Girl,10.68,500,15061.0,United Kingdom,5340.0,"Rp 118,811,796",1,Monday,10,21
572193,2019-10-21,23509,Mini Playing Cards Fun Fair,10.68,500,15061.0,United Kingdom,5340.0,"Rp 118,811,796",1,Monday,10,21
572193,2019-10-21,23506,Mini Playing Cards Spaceboy,10.68,500,15061.0,United Kingdom,5340.0,"Rp 118,811,796",1,Monday,10,21
572193,2019-10-21,23340,Vintage Christmas Cake Frill,11.94,240,15061.0,United Kingdom,2865.6,"Rp 63,757,881",1,Monday,10,21
572193,2019-10-21,22952,60 Cake Cases Vintage Christmas,10.81,360,15061.0,United Kingdom,3891.6000000000004,"Rp 86,585,765",1,Monday,10,21
572196,2019-10-21,21908,Chocolate This Way Metal Sign,11.77,384,18102.0,United Kingdom,4519.68,"Rp 100,560,168",1,Monday,10,21
572196,2019-10-21,85152,Hand Over The Chocolate Sign,11.78,384,18102.0,United Kingdom,4523.5199999999995,"Rp 100,645,606",1,Monday,10,21
572196,2019-10-21,82583,Hot Baths Metal Sign,11.78,432,18102.0,United Kingdom,5088.96,"Rp 113,226,307",1,Monday,10,21
572212,2019-10-21,84077,World War 2 Gliders Asstd Designs,10.47,288,13918.0,United Kingdom,3015.36,"Rp 67,089,951",1,Monday,10,21
572222,2019-10-21,22616,Pack Of 12 London Tissues,10.58,600,17940.0,United Kingdom,6348.0,"Rp 141,239,191",1,Monday,10,21
572233,2019-10-21,21121,Set/10 Red Polkadot Party Candles,11.34,288,14646.0,Netherlands,3265.92,"Rp 72,664,760",1,Monday,10,21
571937,2019-10-20,22266,Easter Decoration Hanging Bunny,10.44,640,14911.0,EIRE,6681.599999999999,"Rp 148,661,591",1,Sunday,10,20
572035,2019-10-20,22492,Mini Paint Set Vintage,10.81,576,14646.0,Netherlands,6226.56,"Rp 138,537,224",1,Sunday,10,20
572035,2019-10-20,23310,Bubblegum Ring Assorted,10.62,360,14646.0,Netherlands,3823.2,"Rp 85,063,906",1,Sunday,10,20
572035,2019-10-20,84991,60 Teatime Fairy Cake Cases,10.68,360,14646.0,Netherlands,3844.7999999999997,"Rp 85,544,493",1,Sunday,10,20
572035,2019-10-20,21390,Filigris Heart With Butterfly,11.34,288,14646.0,Netherlands,3265.92,"Rp 72,664,760",1,Sunday,10,20
572035,2019-10-20,23077,Doughnut Lip Gloss,11.32,400,14646.0,Netherlands,4528.0,"Rp 100,745,283",1,Sunday,10,20
572035,2019-10-20,22661,Charlotte Bag Dolly Girl Design,10.99,300,14646.0,Netherlands,3297.0,"Rp 73,356,272",1,Sunday,10,20
572035,2019-10-20,21731,Red Toadstool Led Night Light,11.74,288,14646.0,Netherlands,3381.12,"Rp 75,227,891",1,Sunday,10,20
572035,2019-10-20,22630,Dolly Girl Lunch Box,11.94,256,14646.0,Netherlands,3056.64,"Rp 68,008,406",1,Sunday,10,20
572035,2019-10-20,23345,Dolly Girl Beaker,11.36,400,14646.0,Netherlands,4544.0,"Rp 101,101,274",1,Sunday,10,20
572051,2019-10-20,23506,Mini Playing Cards Spaceboy,10.62,400,14646.0,Netherlands,4248.0,"Rp 94,515,451",1,Sunday,10,20
572051,2019-10-20,23508,Mini Playing Cards Dolly Girl,10.62,400,14646.0,Netherlands,4248.0,"Rp 94,515,451",1,Sunday,10,20
572052,2019-10-20,22595,Gingham Heart Decoration,10.99,1728,14646.0,Netherlands,18990.72,"Rp 422,532,126",1,Sunday,10,20
571738,2019-10-19,21422,Porcelain Rose Small,10.99,288,13089.0,United Kingdom,3165.12,"Rp 70,422,021",1,Saturday,10,19
571550,2019-10-18,85111,Silver Glitter Flower Votive Holder,10.55,396,13892.0,United Kingdom,4177.8,"Rp 92,953,543",1,Friday,10,18
571553,2019-10-18,21098,Christmas Toilet Roll,11.34,504,17317.0,United Kingdom,5715.36,"Rp 127,163,331",1,Friday,10,18
571594,2019-10-18,21112,Swiss Roll Towel Pink Spots,13.27,240,15971.0,United Kingdom,3184.7999999999997,"Rp 70,859,889",1,Friday,10,18
571610,2019-10-18,62018,Sombrero,11.53,400,13953.0,United Kingdom,4612.0,"Rp 102,614,233",1,Friday,10,18
571653,2019-10-18,22313,Office Mug Warmer Pink,12.86,255,14298.0,United Kingdom,3279.2999999999997,"Rp 72,962,457",1,Friday,10,18
571698,2019-10-18,84536B,Fairy Cakes Notebook A7 Size,10.58,272,13805.0,United Kingdom,2877.76,"Rp 64,028,433",1,Friday,10,18
571313,2019-10-17,22197,Popcorn Holder,10.99,500,14156.0,EIRE,5495.0,"Rp 122,260,453",1,Thursday,10,17
571318,2019-10-17,22492,Mini Paint Set Vintage,10.92,576,17404.0,Sweden,6289.92,"Rp 139,946,946",1,Thursday,10,17
571318,2019-10-17,23368,Set 12 Colour Pencils Dolly Girl,10.92,384,17404.0,Sweden,4193.28,"Rp 93,297,964",1,Thursday,10,17
571318,2019-10-17,23367,Set 12 Colour Pencils Spaceboy,10.92,384,17404.0,Sweden,4193.28,"Rp 93,297,964",1,Thursday,10,17
571318,2019-10-17,22952,60 Cake Cases Vintage Christmas,10.68,480,17404.0,Sweden,5126.4,"Rp 114,059,324",1,Thursday,10,17
571431,2019-10-17,22086,Paper Chain Kit 50'S Christmas,12.86,240,13881.0,United Kingdom,3086.3999999999996,"Rp 68,670,548",1,Thursday,10,17
571432,2019-10-17,84949,Silver Hanging T-Light Holder,11.74,288,16737.0,United Kingdom,3381.12,"Rp 75,227,891",1,Thursday,10,17
571474,2019-10-17,20668,Disco Ball Christmas Decoration,10.35,576,16389.0,United Kingdom,5961.599999999999,"Rp 132,642,023",1,Thursday,10,17
C571499,2019-10-17,72802C,Vanilla Scent Candle Jewelled Box,11.53,-288,12454.0,Spain,-3320.64,"Rp -73,882,248",1,Thursday,10,17
571259,2019-10-16,21787,Rain Poncho Retrospot,11.12,360,12901.0,United Kingdom,4003.2,"Rp 89,068,798",1,Wednesday,10,16
571261,2019-10-16,21787,Rain Poncho Retrospot,11.12,360,12901.0,United Kingdom,4003.2,"Rp 89,068,798",1,Wednesday,10,16
C571262,2019-10-16,21787,Rain Poncho Retrospot,11.12,-360,12901.0,United Kingdom,-4003.2,"Rp -89,068,798",1,Wednesday,10,16
571199,2019-10-14,21497,Fancy Fonts Birthday Wrap,10.62,300,17949.0,United Kingdom,3185.9999999999995,"Rp 70,886,588",1,Monday,10,14
571255,2019-10-14,72802C,Vanilla Scent Candle Jewelled Box,11.53,288,12454.0,Spain,3320.64,"Rp 73,882,248",1,Monday,10,14
570886,2019-10-13,21232,Strawberry Ceramic Trinket Pot,11.34,288,13777.0,United Kingdom,3265.92,"Rp 72,664,760",1,Sunday,10,13
570886,2019-10-13,84029E,Red Woolly Hottie White Heart,13.72,228,13777.0,United Kingdom,3128.1600000000003,"Rp 69,599,683",1,Sunday,10,13
571099,2019-10-13,15034,Paper Pocket Traveling Fan,10.39,384,13911.0,United Kingdom,3989.76,"Rp 88,769,766",1,Sunday,10,13
570701,2019-10-12,21917,Set 12 Kids White Chalk Sticks,10.62,288,16652.0,United Kingdom,3058.56,"Rp 68,051,125",1,Saturday,10,12
570557,2019-10-11,22149,Feltcraft 6 Flower Friends,12.15,600,16029.0,United Kingdom,7290.0,"Rp 162,198,126",1,Friday,10,11
570557,2019-10-11,20971,Pink Blue Felt Craft Trinket Box,11.34,1296,16029.0,United Kingdom,14696.64,"Rp 326,991,422",1,Friday,10,11
570557,2019-10-11,22147,Feltcraft Butterfly Hearts,11.53,840,16029.0,United Kingdom,9685.199999999999,"Rp 215,489,889",1,Friday,10,11
570557,2019-10-11,22570,Feltcraft Cushion Rabbit,13.72,240,16029.0,United Kingdom,3292.8,"Rp 73,262,824",1,Friday,10,11
570557,2019-10-11,22273,Feltcraft Doll Molly,12.86,720,16029.0,United Kingdom,9259.199999999999,"Rp 206,011,644",1,Friday,10,11
C570556,2019-10-11,22570,Feltcraft Cushion Rabbit,13.72,-240,16029.0,United Kingdom,-3292.8,"Rp -73,262,824",1,Friday,10,11
C570556,2019-10-11,22569,Feltcraft Cushion Butterfly,13.72,-192,16029.0,United Kingdom,-2634.2400000000002,"Rp -58,610,259",1,Friday,10,11
C570556,2019-10-11,22273,Feltcraft Doll Molly,12.61,-720,16029.0,United Kingdom,-9079.199999999999,"Rp -202,006,752",1,Friday,10,11
C570556,2019-10-11,22149,Feltcraft 6 Flower Friends,12.15,-600,16029.0,United Kingdom,-7290.0,"Rp -162,198,126",1,Friday,10,11
C570556,2019-10-11,22147,Feltcraft Butterfly Hearts,11.53,-840,16029.0,United Kingdom,-9685.199999999999,"Rp -215,489,889",1,Friday,10,11
C570556,2019-10-11,20971,Pink Blue Felt Craft Trinket Box,11.34,-1296,16029.0,United Kingdom,-14696.64,"Rp -326,991,422",1,Friday,10,11
C570556,2019-10-11,22273,Feltcraft Doll Molly,12.86,-720,16029.0,United Kingdom,-9259.199999999999,"Rp -206,011,644",1,Friday,10,11
570253,2019-10-10,23046,Paper Lantern 9 Point Deluxe Star,16.14,240,14156.0,EIRE,3873.6000000000004,"Rp 86,185,276",1,Thursday,10,10
570408,2019-10-10,22098,Boudoir Square Tissue Box,10.65,360,13685.0,United Kingdom,3834.0,"Rp 85,304,200",1,Thursday,10,10
570408,2019-10-10,22097,Swallow Square Tissue Box,10.65,360,13685.0,United Kingdom,3834.0,"Rp 85,304,200",1,Thursday,10,10
570408,2019-10-10,22099,Caravan Square Tissue Box,10.65,360,13685.0,United Kingdom,3834.0,"Rp 85,304,200",1,Thursday,10,10
570408,2019-10-10,22091,Empire Tissue Box,10.65,360,13685.0,United Kingdom,3834.0,"Rp 85,304,200",1,Thursday,10,10
570408,2019-10-10,22093,Motoring Tissue Box,10.65,360,13685.0,United Kingdom,3834.0,"Rp 85,304,200",1,Thursday,10,10
570408,2019-10-10,22065,Christmas Pudding Trinket Pot,10.65,384,13685.0,United Kingdom,4089.6000000000004,"Rp 90,991,146",1,Thursday,10,10
570408,2019-10-10,72816,Set/3 Christmas Decoupage Candles,11.22,360,13685.0,United Kingdom,4039.2000000000003,"Rp 89,869,776",1,Thursday,10,10
570408,2019-10-10,72818,Christmas Decoupage Candle,10.65,360,13685.0,United Kingdom,3834.0,"Rp 85,304,200",1,Thursday,10,10
569997,2019-10-07,23296,Set Of 6 Tea Time Baking Cases,11.32,256,12394.0,Denmark,2897.92,"Rp 64,476,981",1,Monday,10,7
570082,2019-10-07,23379,Pack Of 12 Red Apple Tissues,10.58,432,12524.0,Germany,4570.56,"Rp 101,692,218",1,Monday,10,7
570094,2019-10-07,20971,Pink Blue Felt Craft Trinket Box,11.34,1296,16029.0,United Kingdom,14696.64,"Rp 326,991,422",1,Monday,10,7
570094,2019-10-07,22273,Feltcraft Doll Molly,12.86,720,16029.0,United Kingdom,9259.199999999999,"Rp 206,011,644",1,Monday,10,7
570097,2019-10-07,22149,Feltcraft 6 Flower Friends,12.15,600,16029.0,United Kingdom,7290.0,"Rp 162,198,126",1,Monday,10,7
570097,2019-10-07,22147,Feltcraft Butterfly Hearts,11.53,840,16029.0,United Kingdom,9685.199999999999,"Rp 215,489,889",1,Monday,10,7
570097,2019-10-07,22570,Feltcraft Cushion Rabbit,13.72,240,16029.0,United Kingdom,3292.8,"Rp 73,262,824",1,Monday,10,7
570097,2019-10-07,20971,Pink Blue Felt Craft Trinket Box,11.34,1296,16029.0,United Kingdom,14696.64,"Rp 326,991,422",1,Monday,10,7
570097,2019-10-07,22273,Feltcraft Doll Molly,12.61,720,16029.0,United Kingdom,9079.199999999999,"Rp 202,006,752",1,Monday,10,7
569815,2019-10-06,22866,Hand Warmer Scotty Dog Design,12.08,288,15838.0,United Kingdom,3479.04,"Rp 77,406,553",1,Sunday,10,6
569815,2019-10-06,22865,Hand Warmer Owl Design,12.08,288,15838.0,United Kingdom,3479.04,"Rp 77,406,553",1,Sunday,10,6
569815,2019-10-06,22149,Feltcraft 6 Flower Friends,12.15,280,15838.0,United Kingdom,3402.0,"Rp 75,692,459",1,Sunday,10,6
569815,2019-10-06,22759,Set Of 3 Notebooks In Parcel,11.74,672,15838.0,United Kingdom,7889.28,"Rp 175,531,746",1,Sunday,10,6
569815,2019-10-06,22379,Recycling Bag Retrospot,12.15,700,15838.0,United Kingdom,8505.0,"Rp 189,231,147",1,Sunday,10,6
569815,2019-10-06,22381,Toy Tidy Pink Polkadot,12.15,500,15838.0,United Kingdom,6075.0,"Rp 135,165,105",1,Sunday,10,6
569815,2019-10-06,22386,Jumbo Bag Pink Polkadot,6.04,700,15838.0,United Kingdom,4228.0,"Rp 94,070,463",1,Sunday,10,6
569815,2019-10-06,85099B,Jumbo Bag Red Retrospot,6.04,1000,15838.0,United Kingdom,6040.0,"Rp 134,386,376",1,Sunday,10,6
569815,2019-10-06,85099F,Jumbo Bag Strawberry,6.04,600,15838.0,United Kingdom,3624.0,"Rp 80,631,826",1,Sunday,10,6
569889,2019-10-06,84212,"Assorted Flower Colour ""Leis""",10.68,480,17930.0,United Kingdom,5126.4,"Rp 114,059,324",1,Sunday,10,6
569566,2019-10-05,84077,World War 2 Gliders Asstd Designs,10.47,288,14739.0,United Kingdom,3015.36,"Rp 67,089,951",1,Saturday,10,5
569570,2019-10-05,23355,Hot Water Bottle Keep Calm,14.5,240,16684.0,United Kingdom,3480.0,"Rp 77,427,912",1,Saturday,10,5
569570,2019-10-05,22652,Travel Sewing Kit,11.74,400,16684.0,United Kingdom,4696.0,"Rp 104,483,182",1,Saturday,10,5
569570,2019-10-05,21977,Pack Of 60 Pink Paisley Cake Cases,10.68,600,16684.0,United Kingdom,6408.0,"Rp 142,574,155",1,Saturday,10,5
569570,2019-10-05,21980,Pack Of 12 Red Retrospot Tissues,10.58,432,16684.0,United Kingdom,4570.56,"Rp 101,692,218",1,Saturday,10,5
569570,2019-10-05,22970,London Bus Coffee Mug,12.4,252,16684.0,United Kingdom,3124.8,"Rp 69,524,925",1,Saturday,10,5
569570,2019-10-05,22698,Pink Regency Teacup And Saucer,12.86,240,16684.0,United Kingdom,3086.3999999999996,"Rp 68,670,548",1,Saturday,10,5
569570,2019-10-05,21844,Red Retrospot Mug,12.86,252,16684.0,United Kingdom,3240.72,"Rp 72,104,076",1,Saturday,10,5
569570,2019-10-05,23307,Set Of 60 Pantry Design Cake Cases,10.68,600,16684.0,United Kingdom,6408.0,"Rp 142,574,155",1,Saturday,10,5
569570,2019-10-05,23309,Set Of 60 I Love London Cake Cases,10.68,600,16684.0,United Kingdom,6408.0,"Rp 142,574,155",1,Saturday,10,5
569570,2019-10-05,23245,Set Of 3 Regency Cake Tins,14.5,240,16684.0,United Kingdom,3480.0,"Rp 77,427,912",1,Saturday,10,5
569570,2019-10-05,22988,Soldiers Egg Cup,11.34,288,16684.0,United Kingdom,3265.92,"Rp 72,664,760",1,Saturday,10,5
569570,2019-10-05,22659,Lunch Box I Love London,11.94,384,16684.0,United Kingdom,4584.96,"Rp 102,012,609",1,Saturday,10,5
569570,2019-10-05,21535,Red Retrospot Small Milk Jug,12.4,240,16684.0,United Kingdom,2976.0,"Rp 66,214,214",1,Saturday,10,5
569572,2019-10-05,23233,Wrap Poppies Design,10.62,600,16684.0,United Kingdom,6371.999999999999,"Rp 141,773,177",1,Saturday,10,5
569572,2019-10-05,23232,Wrap Vintage Leaf Design,10.62,600,16684.0,United Kingdom,6371.999999999999,"Rp 141,773,177",1,Saturday,10,5
569572,2019-10-05,22710,Wrap I Love London,10.62,600,16684.0,United Kingdom,6371.999999999999,"Rp 141,773,177",1,Saturday,10,5
569572,2019-10-05,22045,Spaceboy Gift Wrap,10.62,400,16684.0,United Kingdom,4248.0,"Rp 94,515,451",1,Saturday,10,5
569572,2019-10-05,16156S,Wrap Pink Fairy Cakes,10.62,600,16684.0,United Kingdom,6371.999999999999,"Rp 141,773,177",1,Saturday,10,5
569572,2019-10-05,21497,Fancy Fonts Birthday Wrap,10.62,600,16684.0,United Kingdom,6371.999999999999,"Rp 141,773,177",1,Saturday,10,5
569572,2019-10-05,16161U,Wrap Suki And Friends,10.62,400,16684.0,United Kingdom,4248.0,"Rp 94,515,451",1,Saturday,10,5
569572,2019-10-05,21506,Fancy Font Birthday Card,10.62,480,16684.0,United Kingdom,5097.599999999999,"Rp 113,418,541",1,Saturday,10,5
569572,2019-10-05,22713,Card I Love London,10.62,480,16684.0,United Kingdom,5097.599999999999,"Rp 113,418,541",1,Saturday,10,5
569647,2019-10-05,22722,Set Of 6 Spice Tins Pantry Design,13.79,240,12415.0,Australia,3309.6,"Rp 73,636,614",1,Saturday,10,5
569650,2019-10-05,23526,Wall Art Dog Licence,15.73,180,12415.0,Australia,2831.4,"Rp 62,996,951",1,Saturday,10,5
569650,2019-10-05,23534,Wall Art Stop For Tea,15.73,180,12415.0,Australia,2831.4,"Rp 62,996,951",1,Saturday,10,5
569650,2019-10-05,23535,Wall Art Bicycle Safety,15.73,180,12415.0,Australia,2831.4,"Rp 62,996,951",1,Saturday,10,5
569650,2019-10-05,23536,Wall Art Village Show,15.73,180,12415.0,Australia,2831.4,"Rp 62,996,951",1,Saturday,10,5
569399,2019-10-04,22492,Mini Paint Set Vintage,10.81,576,17381.0,United Kingdom,6226.56,"Rp 138,537,224",1,Friday,10,4
569408,2019-10-04,22910,Paper Chain Kit Vintage Christmas,12.86,240,13881.0,United Kingdom,3086.3999999999996,"Rp 68,670,548",1,Friday,10,4
569420,2019-10-04,15036,Assorted Colours Silk Fan,10.99,600,16881.0,United Kingdom,6594.0,"Rp 146,712,544",1,Friday,10,4
569492,2019-10-04,22086,Paper Chain Kit 50'S Christmas,12.86,612,16333.0,United Kingdom,7870.32,"Rp 175,109,898",1,Friday,10,4
569492,2019-10-04,21891,Traditional Wooden Skipping Rope,11.53,432,16333.0,United Kingdom,4980.96,"Rp 110,823,371",1,Friday,10,4
569492,2019-10-04,21915,Red Harmonica In Box,11.34,1540,16333.0,United Kingdom,17463.6,"Rp 388,554,622",1,Friday,10,4
C569552,2019-10-04,15034,Paper Pocket Traveling Fan,10.32,-1200,14533.0,United Kingdom,-12384.0,"Rp -275,536,570",1,Friday,10,4
569255,2019-10-03,22189,Cream Heart Card Holder,12.63,252,18102.0,United Kingdom,3182.76,"Rp 70,814,500",1,Thursday,10,3
569263,2019-10-03,23538,Wall Art Vintage Heart,13.92,216,18102.0,United Kingdom,3006.72,"Rp 66,897,716",1,Thursday,10,3
569334,2019-10-03,22991,Giraffe Wooden Ruler,11.94,288,12931.0,United Kingdom,3438.72,"Rp 76,509,457",1,Thursday,10,3
569334,2019-10-03,22992,Revolver Wooden Ruler,11.94,276,12931.0,United Kingdom,3295.44,"Rp 73,321,563",1,Thursday,10,3
569334,2019-10-03,23084,Rabbit Night Light,12.08,360,12931.0,United Kingdom,4348.8,"Rp 96,758,191",1,Thursday,10,3
569334,2019-10-03,20975,12 Pencils Small Tube Red Retrospot,10.81,384,12931.0,United Kingdom,4151.04,"Rp 92,358,149",1,Thursday,10,3
569339,2019-10-03,22113,Grey Heart Hot Water Bottle,13.65,250,15299.0,United Kingdom,3412.5,"Rp 75,926,078",1,Thursday,10,3
569342,2019-10-03,22178,Victorian Glass Hanging T-Light,11.17,960,16013.0,United Kingdom,10723.2,"Rp 238,584,766",1,Thursday,10,3
569343,2019-10-03,23543,Wall Art Keep Calm,17.89,180,18102.0,United Kingdom,3220.2000000000003,"Rp 71,647,518",1,Thursday,10,3
569343,2019-10-03,23529,Wall Art Dolly Girl,13.62,240,18102.0,United Kingdom,3268.7999999999997,"Rp 72,728,839",1,Thursday,10,3
569385,2019-10-03,23284,Doormat Keep Calm And Come In,17.51,200,14031.0,United Kingdom,3502.0000000000005,"Rp 77,917,399",1,Thursday,10,3
569388,2019-10-03,23284,Doormat Keep Calm And Come In,17.51,200,14031.0,United Kingdom,3502.0000000000005,"Rp 77,917,399",1,Thursday,10,3
C569387,2019-10-03,23284,Doormat Keep Calm And Come In,17.51,-200,14031.0,United Kingdom,-3502.0000000000005,"Rp -77,917,399",1,Thursday,10,3
569209,2019-10-02,21326,Aged Glass Silver T-Light Holder,10.81,288,16626.0,United Kingdom,3113.28,"Rp 69,268,612",1,Wednesday,10,2
569214,2019-10-02,16219,House Shape Pencil Sharpener,10.31,288,14533.0,United Kingdom,2969.28,"Rp 66,064,698",1,Wednesday,10,2
569214,2019-10-02,15034,Paper Pocket Traveling Fan,10.32,1200,14533.0,United Kingdom,12384.0,"Rp 275,536,570",1,Wednesday,10,2
569010,2019-09-30,23298,Spotty Bunting,14.5,200,14156.0,EIRE,2900.0,"Rp 64,523,260",1,Monday,9,30
569084,2019-09-30,22941,Christmas Lights 10 Reindeer,16.91,384,17949.0,United Kingdom,6493.4400000000005,"Rp 144,475,144",1,Monday,9,30
569085,2019-09-30,21098,Christmas Toilet Roll,11.34,1200,17949.0,United Kingdom,13608.0,"Rp 302,769,835",1,Monday,9,30
569086,2019-09-30,22197,Popcorn Holder,10.99,1000,17949.0,United Kingdom,10990.0,"Rp 244,520,906",1,Monday,9,30
568943,2019-09-29,22616,Pack Of 12 London Tissues,10.58,432,17306.0,United Kingdom,4570.56,"Rp 101,692,218",1,Sunday,9,29
C568832,2019-09-29,23113,Pantry Chopping Board,15.53,-186,17450.0,United Kingdom,-2888.58,"Rp -64,269,172",1,Sunday,9,29
568653,2019-09-28,22065,Christmas Pudding Trinket Pot,10.65,432,13798.0,United Kingdom,4600.8,"Rp 102,365,040",1,Saturday,9,28
568666,2019-09-28,17003,Brocade Ring Purse,10.41,720,14609.0,United Kingdom,7495.2,"Rp 166,763,703",1,Saturday,9,28
568717,2019-09-28,23284,Doormat Keep Calm And Come In,14.94,500,18102.0,United Kingdom,7470.0,"Rp 166,203,018",1,Saturday,9,28
568471,2019-09-27,85061W,White Jewelled Heart Decoration,10.91,288,17805.0,United Kingdom,3142.08,"Rp 69,909,395",1,Friday,9,27
568567,2019-09-27,46000S,Polyester Filler Pad 40x40cm,10.25,320,16567.0,United Kingdom,3280.0,"Rp 72,978,032",1,Friday,9,27
567977,2019-09-23,84947,Antique Silver Tea Glass Engraved,11.34,288,17388.0,United Kingdom,3265.92,"Rp 72,664,760",1,Monday,9,23
C568096,2019-09-23,18097C,White Tall Porcelain T-Light Holder,12.25,-288,17867.0,United Kingdom,-3528.0,"Rp -78,495,883",1,Monday,9,23
567852,2019-09-22,23243,Set Of Tea Coffee Sugar Tins Pantry,13.72,216,18102.0,United Kingdom,2963.52,"Rp 65,936,542",1,Sunday,9,22
C567706,2019-09-22,22835,Hot Water Bottle I Am So Poorly,14.61,-312,15769.0,United Kingdom,-4558.32,"Rp -101,419,885",1,Sunday,9,22
C567527,2019-09-21,23113,Pantry Chopping Board,15.44,-756,17450.0,United Kingdom,-11672.64,"Rp -259,709,236",1,Saturday,9,21
567377,2019-09-20,23113,Pantry Chopping Board,15.53,186,17450.0,United Kingdom,2888.58,"Rp 64,269,172",1,Friday,9,20
567381,2019-09-20,21876,Pottering Mug,11.77,624,17450.0,United Kingdom,7344.48,"Rp 163,410,273",1,Friday,9,20
567381,2019-09-20,21873,If You Can't Stand The Heat Mug,11.77,624,17450.0,United Kingdom,7344.48,"Rp 163,410,273",1,Friday,9,20
567381,2019-09-20,21874,Gin And Tonic Mug,11.77,744,17450.0,United Kingdom,8756.88,"Rp 194,835,326",1,Friday,9,20
567381,2019-09-20,21877,Home Sweet Home Mug,11.77,624,17450.0,United Kingdom,7344.48,"Rp 163,410,273",1,Friday,9,20
567381,2019-09-20,23108,Set Of 10 Led Dolly Lights,16.91,416,17450.0,United Kingdom,7034.56,"Rp 156,514,739",1,Friday,9,20
567381,2019-09-20,22766,Photo Frame Cornice,13.53,416,17450.0,United Kingdom,5628.48,"Rp 125,230,303",1,Friday,9,20
567381,2019-09-20,21485,Retrospot Heart Hot Water Bottle,15.48,496,17450.0,United Kingdom,7678.08,"Rp 170,832,673",1,Friday,9,20
567381,2019-09-20,22508,Doorstop Retrospot Heart,14.43,744,17450.0,United Kingdom,10735.92,"Rp 238,867,778",1,Friday,9,20
567381,2019-09-20,22111,Scottie Dog Hot Water Bottle,15.48,496,17450.0,United Kingdom,7678.08,"Rp 170,832,673",1,Friday,9,20
